status_id,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
7331091005_10153898715426006,542,2020,13085,171,19,550,17,26
7331091005_10153898633566006,164,549,2474,20,2,153,4,3
7331091005_10153898620001006,105,594,4399,54,137,3,0,1
7331091005_10153898526476006,45,125,2680,11,46,1,0,2
7331091005_10153898535056006,254,550,12497,67,14,475,0,3
7331091005_10153898494271006,168,1493,21698,228,76,11,0,0
7331091005_10153898476651006,556,1103,6344,8,41,414,9,73
7331091005_10153898446611006,82,59,1065,2,0,48,0,0
7331091005_10153898356121006,1611,6056,11761,77,14,848,31,14
7331091005_10153898091781006,350,1193,15352,153,165,25,6,4
7331091005_10153898080856006,518,365,6061,12,20,215,3,33
7331091005_10153897974511006,37,54,821,5,1,18,1,2
7331091005_10153897866751006,209,279,1354,4,3,20,1,39
7331091005_10153897736561006,281,771,5308,34,2,257,2,2
7331091005_10153897688141006,101,97,5278,27,4,74,1,4
7331091005_10153897648836006,42,134,2428,26,4,2,8,4
7331091005_10153897597436006,28,82,1023,6,18,1,0,0
7331091005_10153897541586006,462,1141,12011,128,13,136,0,1
7331091005_10153897427661006,112,399,8577,71,7,71,0,3
7331091005_10153897404051006,1732,8851,22245,179,97,903,9,17
7331091005_10153897376906006,122,79,5429,30,14,6,0,0
7331091005_10153897323871006,277,384,7538,44,11,168,0,7
7331091005_10153897110696006,33,36,2764,3,3,39,0,0
7331091005_10153896388561006,128,315,10167,31,117,73,56,28
7331091005_10153896373066006,299,1091,8174,37,18,267,18,17
7331091005_10153896370246006,4054,26076,69922,724,3436,243,80,88
7331091005_10153896283821006,345,2583,23470,199,259,26,2,8
7331091005_10153896232836006,62,177,1990,7,53,3,0,1
7331091005_10153896218851006,330,1092,10089,76,8,334,1,6
7331091005_10153896166811006,2385,4069,20137,46,179,828,26,710
7331091005_10153896074726006,2102,5883,23598,141,834,221,5,11
7331091005_10153896063501006,101,255,1736,18,37,7,2,2
7331091005_10153896051691006,83,184,1868,9,5,41,2,1
7331091005_10153896001061006,300,1197,7511,71,121,20,0,1
7331091005_10153895920396006,63,127,3415,19,65,2,0,0
7331091005_10153895904206006,849,2753,18598,289,362,20,2,1
7331091005_10153895894841006,12,32,722,7,5,0,0,1
7331091005_10153895789376006,382,2029,8491,66,245,24,4,2
7331091005_10153895785766006,153,680,6308,37,170,13,0,0
7331091005_10153895766446006,979,2772,13749,55,488,224,5,19
7331091005_10153895744266006,24,61,838,5,10,0,1,0
7331091005_10153895605331006,211,479,1725,4,7,83,2,0
7331091005_10153895575471006,1428,9425,18591,21,545,6,4942,22
7331091005_10153895531941006,139,190,2938,10,21,82,83,8
7331091005_10153895487111006,252,494,6516,38,115,17,10,13
7331091005_10153895381466006,1177,8327,11887,116,27,687,41,43
7331091005_10153895336591006,152,665,3284,16,17,119,15,13
7331091005_10153895246901006,122,360,5094,31,111,6,1,1
7331091005_10153895216006006,310,938,9650,14,17,496,92,12
7331091005_10153895067506006,131,137,2307,3,4,66,66,0
7331091005_10153894912071006,81,228,3715,105,13,1,0,2
7331091005_10153894884991006,381,437,7910,19,114,44,0,1
7331091005_10153894785681006,435,1470,8040,44,121,5,0,2
7331091005_10153894753201006,460,2335,6885,39,6,133,0,0
7331091005_10153894578786006,81,367,7491,47,112,3,3,1
7331091005_10153894452671006,383,195,8128,62,30,18,9,14
7331091005_10153893628511006,150,255,2982,12,43,20,7,10
7331091005_10153893588481006,529,887,5108,18,3,363,12,7
7331091005_10153893472081006,56,87,1407,9,34,5,1,0
7331091005_10153893464516006,7164,18907,41861,137,563,2067,15,33
7331091005_10153893376631006,857,2291,12001,103,330,65,5,9
7331091005_10153893353021006,105,297,2177,16,53,4,1,0
7331091005_10153893277201006,166,478,3978,25,58,14,1,0
7331091005_10153893260971006,48,176,1491,15,20,8,0,0
7331091005_10153893242131006,631,1108,3677,10,3,293,3,0
7331091005_10153893210786006,33,68,2511,11,15,6,0,16
7331091005_10153893209331006,7,7,155,3,6,0,0,0
7331091005_10153893191186006,44,69,891,9,13,0,0,0
7331091005_10153893145221006,1331,2715,8891,22,11,635,6,45
7331091005_10153893100526006,6631,24709,37359,372,45,2288,2,2
7331091005_10153893096426006,114,331,1247,6,1,50,0,0
7331091005_10153893076711006,164,356,2571,27,81,8,3,5
7331091005_10153892892751006,135,301,5996,52,58,12,1,0
7331091005_10153892778341006,394,1677,15106,96,308,43,12,31
7331091005_10153892776971006,530,2247,12105,40,81,333,7,15
7331091005_10153892760796006,13,49,774,5,5,0,0,0
7331091005_10153892637306006,230,239,3418,15,4,151,0,0
7331091005_10153892686146006,331,462,3304,5,0,194,0,0
7331091005_10153892628886006,37,54,1292,10,7,13,0,1
7331091005_10153892521476006,385,1055,14081,83,73,47,2,6
7331091005_10153892474141006,169,232,3077,18,31,16,1,0
7331091005_10153892386946006,70,31,622,2,2,4,0,1
7331091005_10153892255146006,22,32,608,3,5,1,0,1
7331091005_10153892110171006,443,2011,5817,69,2,201,1,0
7331091005_10153891996146006,176,95,1933,18,3,52,0,1
7331091005_10153891930301006,209,258,2739,15,3,49,1,0
7331091005_10153891910676006,107,124,845,8,4,6,0,1
7331091005_10153891866441006,196,297,1432,11,1,62,0,1
7331091005_10153890970851006,426,889,5471,9,12,211,1,0
7331091005_10153890932821006,690,456,3013,6,6,261,3,23
7331091005_10153890913351006,327,508,3211,2,15,237,4,0
7331091005_10153890887111006,952,976,3751,4,34,373,16,13
7331091005_10153890834571006,29,80,1857,11,0,2,0,0
7331091005_10153890806851006,2122,15868,75204,760,2018,113,8,34
7331091005_10153890768261006,21,53,1051,1,7,0,0,0
7331091005_10153890735536006,248,674,9517,135,24,96,0,7
7331091005_10153890695951006,217,948,5654,52,137,9,0,2
7331091005_10153890670301006,386,1501,11396,32,138,266,3,1
7331091005_10153890583336006,695,1343,6623,20,5,368,0,0
7331091005_10153890558331006,509,452,2471,4,10,287,3,0
7331091005_10153890490261006,519,1548,11600,24,202,433,7,22
7331091005_10153890477236006,64,182,1737,8,1,64,0,0
7331091005_10153890453931006,92,536,3846,5,13,55,1,0
7331091005_10153890387321006,438,1004,4110,51,114,10,15,37
7331091005_10153890349771006,51,167,2535,10,0,44,1,0
7331091005_10153890288506006,301,1583,8473,93,17,172,1,3
7331091005_10153890215186006,5,4,31,0,0,0,0,0
7331091005_10153890115871006,56,103,2088,12,0,35,0,0
7331091005_10153890074091006,126,119,1090,16,8,1,0,1
7331091005_10153889993731006,260,222,2743,18,10,68,1,2
7331091005_10153889965591006,72,400,986,22,1,0,0,0
7331091005_10153889920811006,613,790,9102,100,96,19,4,11
7331091005_10153889872341006,713,2108,10403,94,243,11,1,3
7331091005_10153889714326006,112,53,340,5,2,3,1,19
7331091005_10153889717801006,129,159,4325,20,3,14,1,2
7331091005_10153889672051006,114,98,2645,6,1,63,1,0
7331091005_10153889638296006,786,1961,9394,90,51,90,3,6
7331091005_10153889579041006,620,5854,9068,162,82,8,0,2
7331091005_10153889480346006,128,62,1390,20,8,26,0,2
7331091005_10153889468801006,802,1925,8002,117,36,71,1,9
7331091005_10153889448786006,695,4981,35185,447,318,30,2,4
7331091005_10153889279246006,50,106,2889,39,0,18,0,0
7331091005_10153889204061006,108,105,2212,14,3,4,3,15
7331091005_10153888357551006,38,71,1721,10,7,0,1,0
7331091005_10153888327761006,126,140,3103,15,35,7,0,4
7331091005_10153888236896006,319,1628,8731,59,174,16,0,2
7331091005_10153888227276006,438,702,3721,11,1,347,2,1
7331091005_10153888048656006,184,523,4846,13,31,141,1,0
7331091005_10153887892866006,48,0,1382,5,32,13,0,1
7331091005_10153887845986006,77,302,4382,18,87,4,1,0
7331091005_10153887809881006,307,1507,23274,271,331,46,3,2
7331091005_10153887791921006,49,99,1816,7,13,5,0,1
7331091005_10153887753276006,3373,9841,49762,1102,156,436,2,3
7331091005_10153887627751006,19,17,306,0,0,1,0,10
7331091005_10153887421326006,426,883,9487,28,134,80,1,1
7331091005_10153887267661006,261,401,1998,14,69,13,29,87
7331091005_10153887225941006,128,213,1942,21,12,6,2,7
7331091005_10153887160456006,42,101,829,7,6,0,0,0
7331091005_10153887099416006,139,299,5978,58,11,21,1,3
7331091005_10153887084436006,123,79,470,3,6,7,1,5
7331091005_10153887055646006,1047,2144,11353,55,56,13,1,2
7331091005_10153887016011006,59,63,725,2,29,1,0,0
7331091005_10153886998036006,281,185,1634,23,2,58,0,2
7331091005_10153886919136006,573,566,7501,80,78,10,7,1
7331091005_10153886874806006,61,112,4691,71,4,18,0,1
7331091005_10153886850591006,29,53,212,0,2,0,0,1
7331091005_10153886764441006,239,443,12441,109,8,98,1,0
7331091005_10153886759046006,358,726,3302,20,77,80,1,9
7331091005_10153886712006006,594,572,7098,91,106,10,2,4
7331091005_10153886664911006,410,874,11621,75,233,20,5,6
7331091005_10153886658096006,130,250,2748,91,10,69,1,1
7331091005_10153885933251006,296,652,7482,77,193,7,5,4
7331091005_10153885885276006,441,1408,13015,158,288,44,3,3
7331091005_10153885792131006,151,350,9248,53,156,14,1,0
7331091005_10153885740911006,113,661,16729,148,46,5,1,0
7331091005_10153885662816006,131,428,5042,49,70,2,0,0
7331091005_10153885585796006,3615,5972,23264,111,74,1420,7,311
7331091005_10153885434191006,364,726,6278,60,164,33,0,2
7331091005_10153885388581006,824,1891,11069,160,193,36,2,2
7331091005_10153885322856006,1428,5386,20151,56,336,36,712,54
7331091005_10153885263136006,364,285,9777,50,12,211,3,3
7331091005_10153885228056006,277,979,3980,38,165,11,10,11
7331091005_10153885196776006,115,131,844,9,1,10,0,0
7331091005_10153885070751006,1611,5168,24795,1719,11,130,1,2
7331091005_10153885033751006,178,109,3596,41,4,38,1,2
7331091005_10153884939006006,183,210,5756,60,31,7,3,3
7331091005_10153884757871006,46,66,799,0,11,4,9,3
7331091005_10153884737521006,17,12,241,0,6,0,1,0
7331091005_10153884632771006,32,15,2487,16,4,0,7,2
7331091005_10153884587291006,248,858,7130,50,54,7,1,1
7331091005_10153884557611006,259,350,3745,53,41,9,16,30
7331091005_10153884488381006,30,78,826,11,2,1,0,1
7331091005_10153884464906006,53,72,917,6,3,2,0,0
7331091005_10153884447081006,329,803,3289,22,0,105,0,0
7331091005_10153884407396006,322,466,2441,21,5,76,0,1
7331091005_10153884305266006,250,372,1687,34,2,57,0,1
7331091005_10153884250271006,4,19,130,0,0,0,0,0
7331091005_10153884222581006,67,37,1790,9,1,21,2,0
7331091005_10153884166131006,43,109,4093,84,16,0,0,0
7331091005_10153884075441006,23,43,412,4,0,10,0,0
7331091005_10153883405156006,1181,1177,14362,100,248,103,61,277
7331091005_10153883350356006,79,96,1009,6,0,4,0,0
7331091005_10153883339281006,45,38,1492,9,2,36,0,2
7331091005_10153883286061006,261,437,6482,64,83,4,0,0
7331091005_10153883251241006,129,90,2130,4,5,20,0,16
7331091005_10153883162061006,141,124,1322,5,11,51,1,2
7331091005_10153883108701006,1120,3036,18870,95,438,212,1,1
7331091005_10153883048976006,299,607,4731,29,11,140,0,1
7331091005_10153882984971006,447,742,7466,14,31,120,18,91
7331091005_10153882952891006,695,1488,7639,30,187,121,1,2
7331091005_10153882928221006,33,60,653,3,2,0,0,0
7331091005_10153882880846006,235,1006,2664,25,1,68,0,2
7331091005_10153882793066006,469,845,7145,40,13,91,2,2
7331091005_10153882705531006,143,577,4468,67,21,2,2,36
7331091005_10153882701451006,41,101,1358,14,1,1,0,20
7331091005_10153882699036006,48,226,2285,20,9,1,0,0
7331091005_10153882695301006,138,1629,8164,128,27,3,0,12
7331091005_10153882638901006,164,62,1438,4,3,57,1,16
7331091005_10153882557526006,162,257,2332,23,1,118,0,1
7331091005_10153882434041006,29,99,870,4,10,0,0,0
7331091005_10153882142331006,277,487,4512,38,15,78,0,5
7331091005_10153881915491006,51,125,1951,15,10,2,1,0
7331091005_10153881823086006,62,74,1618,1,5,44,0,0
7331091005_10153879651371006,139,238,8440,69,59,10,2,7
7331091005_10153879542926006,1767,7299,30472,378,574,244,6,26
7331091005_10153879531121006,1025,4017,16229,72,237,427,7,13
7331091005_10153879390381006,134,375,5154,72,3,88,1,2
7331091005_10153879057636006,311,470,5364,23,3,307,1,1
7331091005_10153878772481006,425,1839,9046,75,47,93,0,7
7331091005_10153878589611006,392,278,2616,6,13,129,3,2
7331091005_10153878365726006,2238,5469,22934,277,19,1229,5,1
7331091005_10153878219731006,24,31,701,1,8,0,0,0
7331091005_10153878035801006,430,596,4590,5,12,345,14,3
7331091005_10153877693776006,216,719,11703,35,84,15,0,0
7331091005_10153877685366006,46,119,2448,21,1,44,0,0
7331091005_10153877589941006,109,35,1388,4,0,7,0,0
7331091005_10153877409131006,349,644,5222,30,19,13,248,10
7331091005_10153877263671006,29,45,759,5,1,18,0,0
7331091005_10153877147991006,34,37,899,4,0,16,0,0
7331091005_10153876985796006,315,115,2062,8,5,69,3,3
7331091005_10153876682596006,813,2188,24128,190,36,1228,3,6
7331091005_10153876643391006,98,42,713,1,10,22,1,2
7331091005_10153876360336006,146,346,3458,4,156,44,27,25
7331091005_10153876103156006,750,1016,2550,15,29,155,23,148
7331091005_10153875418356006,478,827,4503,7,48,93,4,35
7331091005_10153875175996006,35,34,1470,8,0,26,0,0
7331091005_10153874833126006,82,82,858,7,0,26,0,0
7331091005_10153873154161006,656,1648,20209,110,566,27,1,2
7331091005_10153872971856006,555,1331,11426,69,212,106,5,13
7331091005_10153872849226006,910,1854,11010,65,222,122,18,26
7331091005_10153872779721006,678,1202,10644,115,14,182,1,1
7331091005_10153872673751006,124,280,2237,4,2,56,0,0
7331091005_10153872464981006,405,1186,6348,25,131,21,0,2
7331091005_10153872381131006,194,574,6288,72,18,163,0,0
7331091005_10153872187646006,509,1032,4878,14,9,123,2,2
7331091005_10153872029871006,68,29,907,5,2,19,0,0
7331091005_10153871983366006,337,1151,11048,94,84,15,4,5
7331091005_10153871702566006,998,1384,8055,37,79,578,27,22
7331091005_10153871547731006,262,1224,7632,55,298,4,1,4
7331091005_10153871391326006,357,632,3602,3,37,45,138,10
7331091005_10153871329086006,315,446,6967,161,44,24,5,2
7331091005_10153871275196006,2048,3000,12769,56,57,1129,95,30
7331091005_10153871146971006,56,190,2389,26,17,5,0,1
7331091005_10153871101096006,598,682,2483,7,16,45,1,3
7331091005_10153871063461006,82,84,1644,13,6,62,6,0
7331091005_10153870895371006,297,1297,8264,95,157,24,6,7
7331091005_10153870882576006,167,369,1817,10,7,9,1,17
7331091005_10153870802821006,914,1445,4116,33,44,674,18,98
7331091005_10153870795226006,116,483,2135,13,59,1,1,0
7331091005_10153870440636006,22,32,523,5,0,4,0,0
7331091005_10153870306611006,335,516,3094,29,6,252,15,5
7331091005_10153870158556006,1673,9798,22892,354,70,533,4,5
7331091005_10153870147451006,18,10,204,0,0,0,0,0
7331091005_10153870140976006,67,56,703,8,4,32,1,1
7331091005_10153870104696006,436,921,6249,37,3,245,1,1
7331091005_10153870010026006,126,192,3699,32,3,33,1,0
7331091005_10153869768371006,95,1818,7893,115,12,3,191,0
7331091005_10153868321906006,108,1186,13933,239,16,3,317,1
7331091005_10153868103111006,179,1501,13531,203,117,15,24,2
7331091005_10153868073606006,629,245,3612,14,5,164,0,3
7331091005_10153868053736006,210,108,2637,16,6,33,1,2
7331091005_10153868028726006,187,630,6804,51,147,19,0,3
7331091005_10153867987256006,229,371,9987,38,8,413,2,0
7331091005_10153867965586006,2323,11174,39706,816,287,534,5,9
7331091005_10153867764721006,114,1484,19407,171,28,8,361,2
7331091005_10153867718126006,153,182,3273,19,3,28,0,2
7331091005_10153867595686006,149,4238,14292,219,34,5,307,3
7331091005_10153867636916006,559,11478,60239,645,543,36,13,11
7331091005_10153867471061006,92,665,13151,129,76,6,2,1
7331091005_10153867456351006,165,1621,7311,52,59,11,1,2
7331091005_10153867218096006,74,64,1568,5,1,60,0,0
7331091005_10153867068641006,366,664,6742,44,110,17,1,0
7331091005_10153866858556006,245,344,2413,12,18,48,5,38
7331091005_10153866818286006,188,158,1941,0,14,53,6,43
7331091005_10153866765451006,193,1757,11109,56,15,357,0,2
7331091005_10153866633741006,587,1168,9406,56,8,558,5,0
7331091005_10153866478516006,997,3080,13590,72,174,181,6,4
7331091005_10153866456191006,37,28,773,4,1,8,0,0
7331091005_10153866430581006,200,436,2900,23,39,12,9,11
7331091005_10153866356391006,129,121,915,2,0,56,0,0
7331091005_10153866253066006,205,685,8540,89,104,25,0,0
7331091005_10153866164171006,33,47,1053,23,0,0,0,0
7331091005_10153866154521006,508,493,4720,14,31,97,2,39
7331091005_10153866078651006,60,26,477,5,1,4,0,2
7331091005_10153866072046006,348,400,3118,56,25,14,0,13
7331091005_10153866048031006,156,449,8190,148,30,2,1,0
7331091005_10153865924851006,80,38,1079,10,0,24,0,0
7331091005_10153865891611006,130,135,4434,29,3,198,0,0
7331091005_10153865090801006,194,240,11469,207,22,47,0,4
7331091005_10153865073226006,1101,3414,25697,210,68,430,2,10
7331091005_10153864951661006,46,35,641,10,0,3,0,0
7331091005_10153864922401006,222,1798,7948,63,163,14,0,1
7331091005_10153864894146006,3372,11513,31881,467,1296,139,8,15
7331091005_10153864833496006,2936,3589,10309,67,6,567,0,1
7331091005_10153864812851006,219,1272,10636,73,193,14,2,2
7331091005_10153864773186006,708,1027,13688,82,19,287,5,9
7331091005_10153864697021006,182,509,5259,24,191,4,1,2
7331091005_10153864647296006,825,1816,8519,42,22,260,1,3
7331091005_10153864581691006,477,460,2077,13,12,46,2,9
7331091005_10153864561801006,381,1085,9282,52,44,139,7,8
7331091005_10153864549926006,150,276,2419,31,16,7,59,22
7331091005_10153864497531006,135,236,1784,4,11,12,11,18
7331091005_10153864345901006,26,536,1562,35,0,2,0,0
7331091005_10153864298706006,31,76,434,4,0,21,0,1
7331091005_10153864286916006,46,130,5206,24,5,0,195,2
7331091005_10153864281521006,486,755,3835,18,108,96,1,14
7331091005_10153864214381006,50,133,3387,50,1,1,42,0
7331091005_10153864149471006,230,632,4364,40,56,6,15,17
7331091005_10153864129436006,771,1386,4913,34,230,261,13,27
7331091005_10153864118301006,273,651,3731,25,62,14,78,17
7331091005_10153864041761006,72,159,1813,19,7,3,2,10
7331091005_10153864017981006,1154,18488,28743,479,90,138,4,3
7331091005_10153863948106006,109,215,5098,28,10,0,44,1
7331091005_10153863937486006,57,51,1985,25,5,1,1,0
7331091005_10153863873231006,177,273,953,5,10,34,3,7
7331091005_10153863845856006,194,210,1688,23,26,5,7,8
7331091005_10153863788631006,71,128,4013,27,20,1,1,1
7331091005_10153863734311006,310,657,3752,33,60,23,4,12
7331091005_10153863673511006,191,197,2724,10,2,93,87,1
7331091005_10153863532411006,24,31,1160,2,19,4,0,0
7331091005_10153862589051006,100,255,5215,38,92,22,1,0
7331091005_10153862561171006,931,2695,19460,126,822,38,1,2
7331091005_10153862500051006,1429,4596,21402,170,573,274,2,2
7331091005_10153862395961006,229,463,3985,11,26,86,1,12
7331091005_10153862382066006,201,89,3146,8,9,48,29,4
7331091005_10153862342951006,735,1892,13897,88,14,795,23,17
7331091005_10153862314186006,255,483,4336,39,2,45,4,1
7331091005_10153862298431006,78,76,1097,11,2,8,0,0
7331091005_10153862255461006,460,665,3591,14,9,183,2,9
7331091005_10153862221446006,318,1308,6652,26,159,31,1,0
7331091005_10153862208116006,76,173,3892,14,63,18,0,0
7331091005_10153862197311006,96,113,4686,38,3,27,0,3
7331091005_10153862153626006,261,117,3012,68,9,33,2,2
7331091005_10153862138216006,73,108,1219,1,34,10,0,1
7331091005_10153862106256006,540,1410,9925,77,53,15,0,1
7331091005_10153862008651006,664,15803,23754,301,75,6,420,10
7331091005_10153861880311006,405,910,6241,79,22,84,4,7
7331091005_10153861877991006,595,1027,5175,39,87,13,3,4
7331091005_10153861862311006,549,816,5448,18,47,228,22,10
7331091005_10153861810346006,50,39,623,4,15,3,1,0
7331091005_10153861761256006,32,90,765,13,3,38,0,0
7331091005_10153861760586006,18,10,326,2,0,0,0,0
7331091005_10153861759641006,379,602,7567,81,6,340,2,3
7331091005_10153861742581006,66,57,1572,3,3,21,1,1
7331091005_10153861587211006,80,407,1532,5,8,1,59,88
7331091005_10153861453736006,139,581,11937,139,94,43,2,0
7331091005_10153861390876006,114,435,3427,56,27,5,1,0
7331091005_10153861293136006,1788,1757,11422,163,83,649,11,94
7331091005_10153861243526006,40,206,1915,21,16,2,0,2
7331091005_10153861183246006,76,187,3551,99,18,1,4,0
7331091005_10153861136681006,885,8934,23414,71,631,45,1503,67
7331091005_10153861047021006,428,486,2892,16,22,20,45,78
7331091005_10153860998971006,167,214,972,6,4,13,1,12
7331091005_10153860062931006,385,4230,41854,498,494,30,3,28
7331091005_10153860043611006,617,3188,14549,214,412,20,3,6
7331091005_10153860034766006,181,955,6434,86,2,248,1,4
7331091005_10153859955771006,352,247,3830,6,16,62,3,10
7331091005_10153859918061006,1526,3495,24259,244,116,735,3,9
7331091005_10153859896171006,1980,4494,35272,499,33,1157,4,7
7331091005_10153859866781006,93,302,8979,150,22,2,11,0
7331091005_10153859804671006,173,811,5363,37,85,11,0,2
7331091005_10153859765391006,809,771,6015,8,17,546,2,1
7331091005_10153859741626006,358,381,4322,8,13,315,2,3
7331091005_10153859723411006,134,158,2224,12,2,41,0,2
7331091005_10153859707226006,361,789,10879,71,233,23,3,2
7331091005_10153859685506006,134,105,2754,13,2,125,1,0
7331091005_10153859649221006,451,2793,12217,79,372,15,2,2
7331091005_10153859608031006,421,814,5760,11,58,89,21,0
7331091005_10153859579996006,413,944,3327,30,83,90,6,12
7331091005_10153859558251006,100,484,3776,60,34,1,0,0
7331091005_10153859546721006,61,252,9543,113,27,2,5,1
7331091005_10153859442411006,867,1161,7404,86,255,16,3,34
7331091005_10153859241746006,161,220,1892,25,0,97,0,0
7331091005_10153859235491006,335,322,1783,4,31,43,1,3
7331091005_10153859146466006,58,74,3446,30,2,1,12,1
7331091005_10153859102531006,67,162,576,5,4,11,1,0
7331091005_10153859079166006,303,418,2779,6,163,29,147,12
7331091005_10153859034931006,82,94,2129,29,10,2,0,0
7331091005_10153859006296006,27,52,937,18,0,0,0,0
7331091005_10153858969271006,452,7067,44918,625,73,31,1033,4
7331091005_10153858962741006,26,28,678,0,0,0,0,0
7331091005_10153858941171006,172,139,2184,5,16,5,87,10
7331091005_10153858878626006,1770,1261,5770,63,47,335,2,309
7331091005_10153858843186006,108,252,1210,6,14,54,0,0
7331091005_10153858820526006,110,43,1510,5,2,20,0,1
7331091005_10153858785071006,380,469,2544,34,12,98,0,9
7331091005_10153858775081006,598,2788,23016,402,27,424,1,6
7331091005_10153858765851006,474,7928,32354,458,128,20,46,13
7331091005_10153858709501006,416,1406,7309,47,318,10,0,1
7331091005_10153858662181006,54,538,2639,66,4,1,20,1
7331091005_10153858642936006,74,263,1592,4,14,14,4,1
7331091005_10153857833956006,350,703,4396,8,27,388,0,0
7331091005_10153857820536006,140,106,5205,47,12,41,2,4
7331091005_10153857798666006,49,78,2672,26,5,1,0,0
7331091005_10153857762741006,192,998,22890,298,182,27,6,5
7331091005_10153857714361006,1592,7751,74159,937,2960,73,5,15
7331091005_10153857688651006,69,112,4901,34,4,27,0,1
7331091005_10153857627186006,1187,2220,10755,13,47,1051,19,5
7331091005_10153857601036006,271,643,8383,128,47,9,0,0
7331091005_10153857491186006,404,2550,10454,154,260,20,3,3
7331091005_10153857441776006,915,423,4885,29,22,143,5,11
7331091005_10153857385811006,562,2363,13303,112,272,43,0,2
7331091005_10153857350341006,1674,5125,18525,87,71,984,452,28
7331091005_10153857313186006,47,449,2832,40,41,3,0,0
7331091005_10153857229476006,644,3750,15153,201,167,72,1,2
7331091005_10153857150886006,883,2184,11657,87,461,12,1,4
7331091005_10153857121051006,137,370,3664,24,83,6,2,2
7331091005_10153856995621006,101,19,933,8,1,25,6,21
7331091005_10153856949371006,2094,9037,17880,226,16,624,5,6
7331091005_10153856838136006,222,509,10509,106,39,14,1,2
7331091005_10153856797056006,20,30,601,10,0,1,0,0
7331091005_10153856760956006,120,252,3427,46,20,4,1,0
7331091005_10153856706836006,145,180,1138,11,7,7,6,137
7331091005_10153856599631006,56,194,3364,57,9,1,42,2
7331091005_10153856473376006,222,403,1716,4,28,87,15,9
7331091005_10153856439976006,76,200,1853,27,6,22,1,0
7331091005_10153856350096006,25,36,764,1,1,11,0,1
7331091005_10153856264376006,94,127,3771,11,3,45,0,4
7331091005_10153856230926006,58,105,1379,1,4,4,15,22
7331091005_10153856212726006,771,3222,7982,39,12,273,2,6
7331091005_10153856072776006,166,536,3812,17,43,10,171,2
7331091005_10153855575901006,1122,3038,23857,177,644,530,80,72
7331091005_10153855546256006,2361,19462,69256,760,1351,854,111,175
7331091005_10153855514806006,781,4868,36875,500,920,158,15,29
7331091005_10153855487796006,177,462,2595,6,26,204,0,0
7331091005_10153855454456006,83,255,6150,52,123,4,0,0
7331091005_10153855405141006,850,6462,24714,255,635,42,2,2
7331091005_10153855354581006,46,95,2411,16,24,2,0,0
7331091005_10153855323511006,328,993,23277,150,162,13,8,16
7331091005_10153855291216006,940,2348,9562,32,11,867,2,2
7331091005_10153855229366006,96,167,3552,44,9,15,0,2
7331091005_10153855177266006,1613,7851,17073,200,132,454,4,6
7331091005_10153855070526006,785,3677,9076,38,177,253,6,2
7331091005_10153855056786006,248,374,3500,41,2,164,0,5
7331091005_10153854997036006,885,4423,23465,168,211,107,2,12
7331091005_10153854964081006,239,945,4171,46,75,14,2,1
7331091005_10153854914126006,150,202,5079,82,23,6,0,1
7331091005_10153854855866006,59,29,515,3,1,3,0,15
7331091005_10153854825356006,134,138,1795,7,6,76,1,9
7331091005_10153854764986006,620,812,6492,15,40,168,2,17
7331091005_10153854737661006,985,1907,13777,73,55,739,16,22
7331091005_10153854659096006,83,251,8592,110,17,8,3,3
7331091005_10153854572871006,18,44,940,13,0,0,0,0
7331091005_10153854501706006,53,71,3038,20,1,20,0,0
7331091005_10153854496436006,30,57,1435,12,3,0,0,2
7331091005_10153854444131006,421,751,5522,12,96,217,22,12
7331091005_10153854406956006,406,589,7874,86,14,309,1,1
7331091005_10153854335436006,152,138,5440,39,6,30,2,2
7331091005_10153854287551006,183,295,5221,27,51,7,2,1
7331091005_10153854276831006,323,638,2799,22,30,17,3,19
7331091005_10153854106801006,151,149,3086,7,21,16,2,4
7331091005_10153853630981006,141,794,5805,39,113,22,0,1
7331091005_10153853611106006,451,1103,6079,19,223,68,4,2
7331091005_10153853569696006,83,127,5814,87,10,15,0,0
7331091005_10153853535426006,73,211,2527,22,20,1,0,1
7331091005_10153853506276006,527,2817,12616,57,174,259,1,1
7331091005_10153853452606006,1188,7034,23217,197,309,141,2,17
7331091005_10153853404181006,211,144,3673,35,10,48,0,5
7331091005_10153853334381006,267,229,1905,2,8,160,20,3
7331091005_10153853299091006,477,1513,8372,83,193,13,0,1
7331091005_10153853266131006,1299,4951,12851,63,234,298,10,3
7331091005_10153853225651006,217,741,5959,24,284,55,2,0
7331091005_10153853203051006,39,33,582,2,0,21,0,0
7331091005_10153853158451006,175,374,3305,18,29,9,0,0
7331091005_10153853074186006,30,24,652,9,3,0,1,0
7331091005_10153853045286006,70,74,5660,20,7,92,1,1
7331091005_10153852901796006,1928,27128,28352,522,241,242,7,11
7331091005_10153852905951006,154,85,3196,8,18,13,0,4
7331091005_10153852651666006,184,318,2855,34,40,14,3,9
7331091005_10153852541876006,410,598,2402,6,50,153,10,183
7331091005_10153852518066006,507,737,5983,24,83,101,3,2
7331091005_10153852514691006,1251,1414,10580,61,419,12,0,2
7331091005_10153852442681006,511,899,3336,51,11,59,0,13
7331091005_10153852419136006,209,461,1945,38,3,47,1,0
7331091005_10153852396761006,116,409,1326,10,2,48,0,0
7331091005_10153852361391006,427,465,3433,16,80,12,0,1
